NWE_02x02
----------------------------------------------------------------------------------------------------------------
Global distribution of season types
1 - Summer
2 - Early fall
3 - Late fall
4 - Winter
5 - Spring
       i       j     Jan     Feb     Mar     Apr     May     Jun     Jul     Aug     Sep     Oct     Nov     Dec  
      76     166       5       5       5       5       1       1       1       1       1       1       2       3
      77     166       5       5       5       5       1       1       1       1       1       1       2       3
      78     166       5       5       5       5       1       1       1       1       1       1       2       3
      79     166       5       5       5       5       1       1       1       1       1       1       2       3
      80     166       5       5       5       5       1       1       1       1       1       1       2       3
      81     166       5       5       5       5       1       1       1       1       1       1       2       3
      82     166       5       5       5       5       1       1       1       1       1       1       2       3
      83     166       5       5       5       5       1       1       1       1       1       1       2       3
      84     166       5       5       5       5       1       1       1       1       1       1       2       3
      85     166       4       5       5       5       1       1       1       1       1       1       2       3
      86     166       4       5       5       5       1       1       1       1       1       1       2       3
      87     166       4       5       5       5       1       1       1       1       1       1       2       3
      88     166       4       5       5       5       1       1       1       1       1       1       2       3
      89     166       4       5       5       5       1       1       1       1       1       1       2       3
      90     166       4       5       5       5       1       1       1       1       1       1       2       3
      91     166       4       5       5       5       1       1       1       1       1       1       2       3
      92     166       4       5       5       5       1       1       1       1       1       1       2       3
      93     166       4       5       5       5       1       1       1       1       1       1       2       3
      94     166       4       4       5       5       1       1       1       1       1       1       2       3
      95     166       4       4       5       5       1       1       1       1       1       1       2       3
      96     166       4       4       5       5       1       1       1       1       1       1       2       3
      97     166       4       4       5       5       1       1       1       1       1       1       3       3
      98     166       4       4       5       5       1       1       1       1       1       1       3       3
      99     166       4       4       5       5       1       1       1       1       1       2       3       3
     100     166       4       4       5       5       1       1       1       1       1       2       3       3
     101     166       4       4       5       5       1       1       1       1       1       2       3       3
     102     166       4       4       5       5       1       1       1       1       1       2       3       3
     103     166       4       4       5       5       1       1       1       1       1       2       3       3
     104     166       4       4       5       5       1       1       1       1       1       2       3       3
     105     166       4       4       5       5       1       1       1       1       1       2       3       3
     106     166       4       4       5       5       1       1       1       1       1       2       3       3
     107     166       4       4       5       5       1       1       1       1       1       2       3       4
     108     166       4       4       5       5       1       1       1       1       1       2       3       4
     109     166       4       4       5       5       1       1       1       1       1       2       3       4
     110     166       4       4       5       5       1       1       1       1       1       2       3       4
     111     166       4       4       5       5       1       1       1       1       1       2       3       4
     112     166       4       4       5       5       1       1       1       1       1       2       3       4
     113     166       4       4       5       5       1       1       1       1       1       2       3       4
     114     166       4       4       5       5       1       1       1       1       1       2       3       4
     115     166       4       4       5       5       1       1       1       1       1       2       3       4
     116     166       4       4       5       5       1       1       1       1       1       2       3       4
     117     166       4       4       5       5       1       1       1       1       1       2       3       4
     118     166       4       4       5       5       1       1       1       1       1       2       3       4
     119     166       4       4       5       5       1       1       1       1       1       2       3       4
     120     166       4       4       5       5       1       1       1       1       1       2       3       4
     121     166       4       4       5       5       1       1       1       1       1       2       3       4
     122     166       4       4       5       5       1       1       1       1       1       2       3       4
     123     166       4       4       5       5       1       1       1       1       1       2       3       4
     124     166       4       4       5       5       1       1       1       1       1       2       3       4
     125     166       4       4       5       5       1       1       1       1       1       2       3       4
     126     166       4       4       5       5       1       1       1       1       1       2       3       4
     127     166       4       4       5       5       1       1       1       1       1       2       3       4
     128     166       4       4       5       5       1       1       1       1       1       2       3       4
     129     166       4       4       5       5       1       1       1       1       1       2       3       4
     130     166       4       4       5       5       1       1       1       1       1       2       3       4
     131     166       4       4       5       5       1       1       1       1       1       2       3       4
     132     166       4       4       5       5       1       1       1       1       1       2       3       4
     133     166       4       4       5       5       1       1       1       1       1       2       3       4
     134     166       4       4       5       5       1       1       1       1       1       2       3       4
     135     166       4       4       5       5       1       1       1       1       1       2       3       4
     136     166       4       4       5       5       5       1       1       1       1       2       3       4
     137     166       4       4       5       5       5       1       1       1       1       2       3       4
     138     166       4       4       4       5       5       1       1       1       1       2       3       4
     139     166       4       4       4       5       5       1       1       1       1       2       3       4
     140     166       4       4       4       5       5       1       1       1       1       2       3       4
     141     166       4       4       4       5       5       1       1       1       1       2       3       4
     142     166       4       4       4       5       5       1       1       1       1       2       3       4
     143     166       4       4       4       5       5       1       1       1       1       2       3       4
     144     166       4       4       4       5       5       1       1       1       1       2       3       4
     145     166       4       4       4       5       5       1       1       1       1       2       3       4
     146     166       4       4       4       5       5       1       1       1       1       2       3       4
     147     166       4       4       4       5       5       1       1       1       1       2       3       4
     148     166       4       4       4       5       5       1       1       1       1       2       3       4
     149     166       4       4       4       5       5       1       1       1       1       2       3       4
     150     166       4       4       4       5       5       1       1       1       1       2       3       4
     151     166       4       4       4       5       5       1       1       1       1       2       3       4
     152     166       4       4       4       5       5       1       1       1       1       2       3       4
     153     166       4       4       4       5       5       1       1       1       1       3       3       4
     154     166       4       4       4       5       5       1       1       1       1       3       3       4
     155     166       4       4       4       5       5       1       1       1       2       3       3       4
     156     166       4       4       4       5       5       1       1       1       2       3       4       4
     157     166       4       4       4       5       5       1       1       1       2       3       4       4
     158     166       4       4       4       5       5       1       1       1       2       3       4       4
     159     166       4       4       4       5       5       1       1       1       2       3       4       4
     160     166       4       4       4       5       5       1       1       1       2       3       4       4
     161     166       4       4       4       5       5       1       1       1       2       3       4       4
     162     166       4       4       4       5       5       1       1       1       2       3       4       4
     163     166       4       4       4       5       5       1       1       1       2       3       4       4
     164     166       4       4       4       5       5       1       1       1       2       3       4       4
     165     166       4       4       4       5       5       1       1       1       2       3       4       4
     166     166       4       4       4       5       5       1       1       1       2       3       4       4
     167     166       4       4       4       5       5       1       1       1       2       3       4       4
     168     166       4       4       4       5       5       1       1       1       2       3       4       4
     169     166       4       4       4       5       5       1       1       1       2       3       4       4
     170     166       4       4       4       5       5       1       1       1       2       3       4       4
     171     166       4       4       4       5       5       1       1       1       2       3       4       4
     172     166       4       4       4       5       5       1       1       1       2       3       4       4
     173     166       4       4       4       5       5       1       1       1       2       3       4       4
     174     166       4       4       4       5       5       1       1       1       2       3       4       4
     175     166       4       4       4       5       5       1       1       1       2       3       4       4
     176     166       4       4       4       5       5       1       1       1       2       3       4       4
     177     166       4       4       4       5       5       1       1       1       2       3       4       4
     178     166       4       4       4       5       5       1       1       1       2       3       4       4
     179     166       4       4       4       5       5       1       1       1       2       3       4       4
     180     166       4       4       4       5       5       5       1       1       2       3       4       4
     181     166       4       4       4       5       5       5       1       1       2       3       4       4
     182     166       4       4       4       5       5       5       1       1       2       3       4       4
     183     166       4       4       4       5       5       5       1       1       2       3       4       4
     184     166       4       4       4       5       5       5       1       1       2       3       4       4
     185     166       4       4       4       5       5       5       1       1       2       3       4       4
     186     166       4       4       4       5       5       5       1       1       2       3       4       4
     187     166       4       4       4       5       5       5       1       1       2       3       4       4
     188     166       4       4       4       5       5       5       1       1       2       3       4       4
     189     166       4       4       4       4       5       5       1       1       2       3       4       4
     190     166       4       4       4       4       5       5       1       1       2       3       4       4
       1     167       4       4       4       4       5       5       1       1       2       3       4       4
       2     167       4       4       4       4       5       5       1       2       2       3       4       4
       3     167       4       4       4       4       5       5       1       2       2       3       4       4
       4     167       4       4       4       4       5       5       1       2       2       3       4       4
       5     167       4       4       4       4       5       5       1       2       2       3       4       4
       6     167       4       4       4       4       5       5       1       2       2       3       4       4
       7     167       4       4       4       4       5       5       1       2       2       3       4       4
       8     167       4       4       4       4       5       5       1       2       2       3       4       4
       9     167       4       4       4       4       5       5       1       2       2       3       4       4
      10     167       4       4       4       4       5       5       1       2       2       3       4       4
      11     167       4       4       4       4       5       5       1       2       2       3       4       4
      12     167       4       4       4       4       5       5       2       2       2       3       4       4
      13     167       4       4       4       4       5       5       2       2       2       3       4       4
      14     167       4       4       4       4       5       5       2       2       2       3       4       4
      15     167       4       4       4       4       5       5       2       2       2       3       4       4
      16     167       4       4       4       4       5       5       2       2       2       3       4       4
      17     167       4       4       4       4       5       5       2       2       2       3       4       4
      18     167       4       4       4       4       5       5       2       2       2       3       4       4
      19     167       4       4       4       4       5       5       2       2       3       3       4       4
      20     167       4       4       4       4       5       5       2       2       3       3       4       4
      21     167       4       4       4       4       5       5       2       2       3       3       4       4
      22     167       4       4       4       4       5       5       2       2       3       4       4       4
      23     167       4       4       4       4       5       5       2       2       3       4       4       4
      24     167       4       4       4       4       5       5       2       2       3       4       4       4
      25     167       4       4       4       4       5       5       2       2       3       4       4       4
      26     167       4       4       4       4       5       5       2       2       3       4       4       4
      27     167       4       4       4       4       5       5       2       2       3       4       4       4
      28     167       4       4       4       4       5       5       2       2       3       4       4       4
      29     167       4       4       4       4       5       5       2       2       3       4       4       4
      30     167       4       4       4       4       5       5       2       2       3       4       4       4
      31     167       4       4       4       4       5       5       2       2       3       4       4       4
      32     167       4       4       4       4       5       5       2       2       3       4       4       4
      33     167       4       4       4       4       5       5       2       2       3       4       4       4
      34     167       4       4       4       4       5       5       2       2       3       4       4       4
      35     167       4       4       4       4       5       5       2       2       3       4       4       4
      36     167       4       4       4       4       5       5       2       2       3       4       4       4
      37     167       4       4       4       4       5       5       2       2       3       4       4       4
      38     167       4       4       4       4       5       5       2       2       3       4       4       4
      39     167       4       4       4       4       5       5       2       2       3       4       4       4
      40     167       4       4       4       4       5       5       2       2       3       4       4       4
      41     167       4       4       4       4       5       5       2       2       3       4       4       4
      42     167       4       4       4       4       5       5       2       2       3       4       4       4
      43     167       4       4       4       4       5       5       2       2       3       4       4       4
      44     167       4       4       4       4       5       5       2       2       3       4       4       4
      45     167       4       4       4       4       5       5       2       2       3       4       4       4
      46     167       4       4       4       4       5       5       2       2       3       4       4       4
      47     167       4       4       4       4       5       5       2       2       3       4       4       4
      48     167       4       4       4       4       5       5       2       2       3       4       4       4
      49     167       4       4       4       4       5       5       2       2       3       4       4       4
      50     167       4       4       4       4       5       5       2       2       3       4       4       4
      51     167       4       4       4       4       5       5       2       2       3       4       4       4
      52     167       4       4       4       4       5       5       2       2       3       4       4       4
      53     167       4       4       4       4       5       5       2       2       3       4       4       4
      54     167       4       4       4       4       5       5       2       2       3       4       4       4
      55     167       4       4       4       4       5       5       2       2       3       4       4       4
      56     167       4       4       4       4       5       5       2       3       3       4       4       4
      57     167       4       4       4       4       5       5       2       3       3       4       4       4
      58     167       4       4       4       4       5       5       2       3       3       4       4       4
      59     167       4       4       4       4       4       5       2       3       3       4       4       4
      60     167       4       4       4       4       4       5       2       3       3       4       4       4
      61     167       4       4       4       4       4       5       2       3       3       4       4       4
      62     167       4       4       4       4       4       5       2       3       3       4       4       4
      63     167       4       4       4       4       4       5       2       3       3       4       4       4
      64     167       5       5       5       1       1       1       1       1       1       1       2       3
      65     167       5       5       5       1       1       1       1       1       1       1       2       3
      66     167       5       5       5       1       1       1       1       1       1       1       2       3
      67     167       5       5       5       1       1       1       1       1       1       1       2       3
      68     167       5       5       5       1       1       1       1       1       1       1       2       3
      69     167       5       5       5       1       1       1       1       1       1       1       2       3
      70     167       5       5       5       1       1       1       1       1       1       1       2       3
      71     167       5       5       5       1       1       1       1       1       1       1       2       3
      72     167       5       5       5       1       1       1       1       1       1       1       2       3
      73     167       5       5       5       5       1       1       1       1       1       1       2       3
      74     167       5       5       5       5       1       1       1       1       1       1       2       3
      75     167       5       5       5       5       1       1       1       1       1       1       2       3
      76     167       5       5       5       5       1       1       1       1       1       1       2       3
      77     167       5       5       5       5       1       1       1       1       1       1       2       3
      78     167       5       5       5       5       1       1       1       1       1       1       2       3
      79     167       5       5       5       5       1       1       1       1       1       1       2       3
      80     167       5       5       5       5       1       1       1       1       1       1       2       3
      81     167       5       5       5       5       1       1       1       1       1       1       2       3
      82     167       4       5       5       5       1       1       1       1       1       1       2       3
      83     167       4       5       5       5       1       1       1       1       1       1       2       3
      84     167       4       5       5       5       1       1       1       1       1       1       2       3
      85     167       4       5       5       5       1       1       1       1       1       1       2       3
      86     167       4       5       5       5       1       1       1       1       1       1       2       3
      87     167       4       5       5       5       1       1       1       1       1       1       2       3
      88     167       4       5       5       5       1       1       1       1       1       1       2       3
      89     167       4       5       5       5       1       1       1       1       1       1       2       3
      90     167       4       5       5       5       1       1       1       1       1       1       2       3
      91     167       4       4       5       5       1       1       1       1       1       1       2       3
      92     167       4       4       5       5       1       1       1       1       1       1       2       3
      93     167       4       4       5       5       1       1       1       1       1       1       2       3
      94     167       4       4       5       5       1       1       1       1       1       1       3       3
      95     167       4       4       5       5       1       1       1       1       1       1       3       3
      96     167       4       4       5       5       1       1       1       1       1       2       3       3
      97     167       4       4       5       5       1       1       1       1       1       2       3       3
      98     167       4       4       5       5       1       1       1       1       1       2       3       3
      99     167       4       4       5       5       1       1       1       1       1       2       3       3
     100     167       4       4       5       5       1       1       1       1       1       2       3       3
     101     167       4       4       5       5       1       1       1       1       1       2       3       3
     102     167       4       4       5       5       1       1       1       1       1       2       3       3
     103     167       4       4       5       5       1       1       1       1       1       2       3       3
     104     167       4       4       5       5       1       1       1       1       1       2       3       4
     105     167       4       4       5       5       1       1       1       1       1       2       3       4
     106     167       4       4       5       5       1       1       1       1       1       2       3       4
     107     167       4       4       5       5       1       1       1       1       1       2       3       4
     108     167       4       4       5       5       1       1       1       1       1       2       3       4
     109     167       4       4       5       5       1       1       1       1       1       2       3       4
     110     167       4       4       5       5       1       1       1       1       1       2       3       4
     111     167       4       4       5       5       1       1       1       1       1       2       3       4
     112     167       4       4       5       5       1       1       1       1       1       2       3       4
     113     167       4       4       5       5       1       1       1       1       1       2       3       4
     114     167       4       4       5       5       1       1       1       1       1       2       3       4
     115     167       4       4       5       5       1       1       1       1       1       2       3       4
     116     167       4       4       5       5       1       1       1       1       1       2       3       4
     117     167       4       4       5       5       1       1       1       1       1       2       3       4
     118     167       4       4       5       5       1       1       1       1       1       2       3       4
     119     167       4       4       5       5       1       1       1       1       1       2       3       4
     120     167       4       4       5       5       1       1       1       1       1       2       3       4
     121     167       4       4       5       5       1       1       1       1       1       2       3       4
     122     167       4       4       5       5       1       1       1       1       1       2       3       4
     123     167       4       4       5       5       1       1       1       1       1       2       3       4
     124     167       4       4       5       5       1       1       1       1       1       2       3       4
     125     167       4       4       5       5       1       1       1       1       1       2       3       4
     126     167       4       4       5       5       1       1       1       1       1       2       3       4
     127     167       4       4       5       5       1       1       1       1       1       2       3       4
     128     167       4       4       5       5       1       1       1       1       1       2       3       4
     129     167       4       4       5       5       1       1       1       1       1       2       3       4
     130     167       4       4       5       5       1       1       1       1       1       2       3       4
     131     167       4       4       5       5       1       1       1       1       1       2       3       4
     132     167       4       4       5       5       1       1       1       1       1       2       3       4
     133     167       4       4       5       5       5       1       1       1       1       2       3       4
     134     167       4       4       5       5       5       1       1       1       1       2       3       4
     135     167       4       4       4       5       5       1       1       1       1       2       3       4
     136     167       4       4       4       5       5       1       1       1       1       2       3       4
     137     167       4       4       4       5       5       1       1       1       1       2       3       4
     138     167       4       4       4       5       5       1       1       1       1       2       3       4
     139     167       4       4       4       5       5       1       1       1       1       2       3       4
     140     167       4       4       4       5       5       1       1       1       1       2       3       4
     141     167       4       4       4       5       5       1       1       1       1       2       3       4
     142     167       4       4       4       5       5       1       1       1       1       2       3       4
     143     167       4       4       4       5       5       1       1       1       1       2       3       4
     144     167       4       4       4       5       5       1       1       1       1       2       3       4
     145     167       4       4       4       5       5       1       1       1       1       2       3       4
     146     167       4       4       4       5       5       1       1       1       1       2       3       4
     147     167       4       4       4       5       5       1       1       1       1       2       3       4
     148     167       4       4       4       5       5       1       1       1       1       2       3       4
     149     167       4       4       4       5       5       1       1       1       1       2       3       4
     150     167       4       4       4       5       5       1       1       1       1       3       3       4
     151     167       4       4       4       5       5       1       1       1       1       3       3       4
     152     167       4       4       4       5       5       1       1       1       2       3       3       4
     153     167       4       4       4       5       5       1       1       1       2       3       4       4
     154     167       4       4       4       5       5       1       1       1       2       3       4       4
     155     167       4       4       4       5       5       1       1       1       2       3       4       4
     156     167       4       4       4       5       5       1       1       1       2       3       4       4
     157     167       4       4       4       5       5       1       1       1       2       3       4       4
     158     167       4       4       4       5       5       1       1       1       2       3       4       4
     159     167       4       4       4       5       5       1       1       1       2       3       4       4
     160     167       4       4       4       5       5       1       1       1       2       3       4       4
     161     167       4       4       4       5       5       1       1       1       2       3       4       4
     162     167       4       4       4       5       5       1       1       1       2       3       4       4
     163     167       4       4       4       5       5       1       1       1       2       3       4       4
     164     167       4       4       4       5       5       1       1       1       2       3       4       4
     165     167       4       4       4       5       5       1       1       1       2       3       4       4
     166     167       4       4       4       5       5       1       1       1       2       3       4       4
     167     167       4       4       4       5       5       1       1       1       2       3       4       4
     168     167       4       4       4       5       5       1       1       1       2       3       4       4
     169     167       4       4       4       5       5       1       1       1       2       3       4       4
     170     167       4       4       4       5       5       1       1       1       2       3       4       4
     171     167       4       4       4       5       5       1       1       1       2       3       4       4
     172     167       4       4       4       5       5       1       1       1       2       3       4       4
     173     167       4       4       4       5       5       1       1       1       2       3       4       4
     174     167       4       4       4       5       5       1       1       1       2       3       4       4
     175     167       4       4       4       5       5       1       1       1       2       3       4       4
     176     167       4       4       4       5       5       1       1       1       2       3       4       4
     177     167       4       4       4       5       5       5       1       1       2       3       4       4
     178     167       4       4       4       5       5       5       1       1       2       3       4       4
     179     167       4       4       4       5       5       5       1       1       2       3       4       4
     180     167       4       4       4       5       5       5       1       1       2       3       4       4
     181     167       4       4       4       5       5       5       1       1       2       3       4       4
     182     167       4       4       4       5       5       5       1       1       2       3       4       4
     183     167       4       4       4       5       5       5       1       1       2       3       4       4
     184     167       4       4       4       5       5       5       1       1       2       3       4       4
     185     167       4       4       4       5       5       5       1       1       2       3       4       4
     186     167       4       4       4       4       5       5       1       1       2       3       4       4
     187     167       4       4       4       4       5       5       1       1       2       3       4       4
     188     167       4       4       4       4       5       5       1       1       2       3       4       4
     189     167       4       4       4       4       5       5       1       2       2       3       4       4
     190     167       4       4       4       4       5       5       1       2       2       3       4       4
       1     168       4       4       4       4       5       5       1       2       2       3       4       4
       2     168       4       4       4       4       5       5       1       2       2       3       4       4
       3     168       4       4       4       4       5       5       1       2       2       3       4       4
       4     168       4       4       4       4       5       5       1       2       2       3       4       4
       5     168       4       4       4       4       5       5       1       2       2       3       4       4
       6     168       4       4       4       4       5       5       1       2       2       3       4       4
       7     168       4       4       4       4       5       5       1       2       2       3       4       4
       8     168       4       4       4       4       5       5       1       2       2       3       4       4
       9     168       4       4       4       4       5       5       2       2       2       3       4       4
      10     168       4       4       4       4       5       5       2       2       2       3       4       4
      11     168       4       4       4       4       5       5       2       2       2       3       4       4
      12     168       4       4       4       4       5       5       2       2       2       3       4       4
      13     168       4       4       4       4       5       5       2       2       2       3       4       4
      14     168       4       4       4       4       5       5       2       2       2       3       4       4
      15     168       4       4       4       4       5       5       2       2       2       3       4       4
      16     168       4       4       4       4       5       5       2       2       3       3       4       4
      17     168       4       4       4       4       5       5       2       2       3       3       4       4
      18     168       4       4       4       4       5       5       2       2       3       3       4       4
      19     168       4       4       4       4       5       5       2       2       3       4       4       4
      20     168       4       4       4       4       5       5       2       2       3       4       4       4
      21     168       4       4       4       4       5       5       2       2       3       4       4       4
      22     168       4       4       4       4       5       5       2       2       3       4       4       4
      23     168       4       4       4       4       5       5       2       2       3       4       4       4
      24     168       4       4       4       4       5       5       2       2       3       4       4       4
      25     168       4       4       4       4       5       5       2       2       3       4       4       4
      26     168       4       4       4       4       5       5       2       2       3       4       4       4
      27     168       4       4       4       4       5       5       2       2       3       4       4       4
      28     168       4       4       4       4       5       5       2       2       3       4       4       4
      29     168       4       4       4       4       5       5       2       2       3       4       4       4
      30     168       4       4       4       4       5       5       2       2       3       4       4       4
      31     168       4       4       4       4       5       5       2       2       3       4       4       4
      32     168       4       4       4       4       5       5       2       2       3       4       4       4
      33     168       4       4       4       4       5       5       2       2       3       4       4       4
      34     168       4       4       4       4       5       5       2       2       3       4       4       4
      35     168       4       4       4       4       5       5       2       2       3       4       4       4
      36     168       4       4       4       4       5       5       2       2       3       4       4       4
      37     168       4       4       4       4       5       5       2       2       3       4       4       4
      38     168       4       4       4       4       5       5       2       2       3       4       4       4
      39     168       4       4       4       4       5       5       2       2       3       4       4       4
      40     168       4       4       4       4       5       5       2       2       3       4       4       4
      41     168       4       4       4       4       5       5       2       2       3       4       4       4
      42     168       4       4       4       4       5       5       2       2       3       4       4       4
      43     168       4       4       4       4       5       5       2       2       3       4       4       4
      44     168       4       4       4       4       5       5       2       2       3       4       4       4
      45     168       4       4       4       4       5       5       2       2       3       4       4       4
      46     168       4       4       4       4       5       5       2       2       3       4       4       4
      47     168       4       4       4       4       5       5       2       2       3       4       4       4
      48     168       4       4       4       4       5       5       2       2       3       4       4       4
      49     168       4       4       4       4       5       5       2       2       3       4       4       4
      50     168       4       4       4       4       5       5       2       2       3       4       4       4
      51     168       4       4       4       4       5       5       2       2       3       4       4       4
      52     168       4       4       4       4       5       5       2       2       3       4       4       4
      53     168       4       4       4       4       5       5       2       3       3       4       4       4
      54     168       4       4       4       4       5       5       2       3       3       4       4       4
      55     168       4       4       4       4       5       5       2       3       3       4       4       4
      56     168       4       4       4       4       4       5       2       3       3       4       4       4
      57     168       4       4       4       4       4       5       2       3       3       4       4       4
      58     168       4       4       4       4       4       5       2       3       3       4       4       4
      59     168       4       4       4       4       4       5       2       3       3       4       4       4
      60     168       4       4       4       4       4       5       2       3       3       4       4       4
      61     168       5       5       5       1       1       1       1       1       1       1       2       3
      62     168       5       5       5       1       1       1       1       1       1       1       2       3
      63     168       5       5       5       1       1       1       1       1       1       1       2       3
      64     168       5       5       5       1       1       1       1       1       1       1       2       3
      65     168       5       5       5       1       1       1       1       1       1       1       2       3
      66     168       5       5       5       1       1       1       1       1       1       1       2       3
      67     168       5       5       5       1       1       1       1       1       1       1       2       3
      68     168       5       5       5       1       1       1       1       1       1       1       2       3
      69     168       5       5       5       1       1       1       1       1       1       1       2       3
      70     168       5       5       5       5       1       1       1       1       1       1       2       3
      71     168       5       5       5       5       1       1       1       1       1       1       2       3
      72     168       5       5       5       5       1       1       1       1       1       1       2       3
      73     168       5       5       5       5       1       1       1       1       1       1       2       3
      74     168       5       5       5       5       1       1       1       1       1       1       2       3
      75     168       5       5       5       5       1       1       1       1       1       1       2       3
      76     168       5       5       5       5       1       1       1       1       1       1       2       3
      77     168       5       5       5       5       1       1       1       1       1       1       2       3
      78     168       5       5       5       5       1       1       1       1       1       1       2       3
      79     168       4       5       5       5       1       1       1       1       1       1       2       3
      80     168       4       5       5       5       1       1       1       1       1       1       2       3
      81     168       4       5       5       5       1       1       1       1       1       1       2       3
      82     168       4       5       5       5       1       1       1       1       1       1       2       3
      83     168       4       5       5       5       1       1       1       1       1       1       2       3
      84     168       4       5       5       5       1       1       1       1       1       1       2       3
      85     168       4       5       5       5       1       1       1       1       1       1       2       3
      86     168       4       5       5       5       1       1       1       1       1       1       2       3
      87     168       4       5       5       5       1       1       1       1       1       1       2       3
      88     168       4       4       5       5       1       1       1       1       1       1       2       3
      89     168       4       4       5       5       1       1       1       1       1       1       2       3
      90     168       4       4       5       5       1       1       1       1       1       1       2       3
